player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
https://sofifa.com/player/231747/kylian-mbappe/20/159586,K. Mbappé,Kylian Mbappé,20,1998-12-20,178,73,France,Paris Saint-Germain,89,95,93500000,155000,"ST, RW",Right,3,4,5,High/Low,Normal,Yes,191700000,"#Speedster, #Dribbler, #Acrobat",RW,7,,2018-07-01,2022,RM,10,96,84,78,90,39,75,,,,,,,"Beat Offside Trap, Selfish, Early Crosser, Speed Dribbler (CPU AI Only), Crowd Favourite",78,89,77,82,79,91,79,63,70,90,96,96,92,89,83,83,76,84,76,79,62,38,89,80,70,84,34,34,32,13,5,7,11,6,86+3,86+3,86+3,87+3,87+3,87+3,87+3,87+3,86+3,86+3,86+3,86+3,78+3,78+3,78+3,86+3,66+3,62+3,62+3,62+3,66+3,63+3,54+3,54+3,54+3,63+3
https://sofifa.com/player/201024/kalidou-koulibaly/20/159586,K. Koulibaly,Kalidou Koulibaly,28,1991-06-20,187,89,Senegal,Napoli,89,91,67500000,150000,CB,Right,3,3,2,Medium/High,Normal,Yes,119800000,"#Tackling , #Tactician , #Strength, #Complete Defender",LCB,26,,2014-07-01,2021,,,71,28,54,67,89,87,,,,,,,Long Passer (CPU AI Only),30,22,83,71,14,69,28,28,63,71,69,73,52,86,41,55,81,73,95,15,87,88,35,52,33,82,91,90,87,7,11,7,13,5,56+3,56+3,56+3,55+3,57+3,57+3,57+3,55+3,58+3,58+3,58+3,60+3,65+3,65+3,65+3,60+3,74+3,79+3,79+3,79+3,74+3,77+3,86+3,86+3,86+3,77+3
https://sofifa.com/player/202126/harry-kane/20/159586,H. Kane,Harry Kane,25,1993-07-28,188,89,England,Tottenham Hotspur,89,91,83000000,220000,ST,Right,3,4,3,High/High,Normal,Yes,159800000,"#Engine, #Distance Shooter, #Clinical Finisher",ST,10,,2010-07-01,2024,ST,9,70,91,79,81,47,83,,,,,,,"Injury Free, Avoids Using Weaker Foot, Argues with Officials, Giant Throw-in",75,94,86,81,85,80,78,68,83,84,68,72,71,91,73,90,79,87,84,86,78,35,93,81,90,91,56,36,38,8,10,11,14,11,86+3,86+3,86+3,82+3,84+3,84+3,84+3,82+3,83+3,83+3,83+3,82+3,79+3,79+3,79+3,82+3,65+3,66+3,66+3,66+3,65+3,62+3,60+3,60+3,60+3,62+3
https://sofifa.com/player/212831/alisson-ramses-becker/20/159586,Alisson,Alisson Ramses Becker,26,1992-10-02,191,91,Brazil,Liverpool,89,91,58000000,155000,GK,Right,3,3,1,Medium/Medium,Normal,Yes,111700000,,GK,1,,2018-07-19,2024,,,,,,,,,85,84,85,89,51,90,"Flair, Swerve Pass",17,13,19,45,20,27,19,18,44,30,56,47,40,88,37,64,52,32,78,14,27,11,13,66,23,65,15,19,16,85,84,85,90,89,,,,,,,,,,,,,,,,,,,,,,,,,,
https://sofifa.com/player/193080/david-de-gea-quintana/20/159586,De Gea,David De Gea Quintana,28,1990-11-07,192,82,Spain,Manchester United,89,90,56000000,205000,GK,Right,4,3,1,Medium/Medium,Lean,Yes,110600000,,GK,1,,2011-07-01,2020,GK,1,,,,,,,90,84,81,92,58,85,"Flair, Second Wind, Flair Passes",17,13,21,50,13,18,21,19,47,38,57,58,63,87,43,61,67,43,60,12,38,30,12,65,29,68,25,21,13,90,84,81,85,92,,,,,,,,,,,,,,,,,,,,,,,,,,
https://sofifa.com/player/215914/ngolo-kante/20/159586,N. Kanté,N'Golo Kanté,28,1991-03-29,168,72,France,Chelsea,89,90,66000000,235000,"CDM, CM",Right,3,3,2,Medium/High,Normal,Yes,130400000,"#Tackling , #Tactician ",RCM,7,,2016-07-16,2023,LDM,13,78,65,77,81,87,83,,,,,,,Diver,68,65,54,86,56,79,49,49,81,80,79,77,82,93,92,71,77,97,73,63,90,92,72,79,54,85,90,91,85,15,12,10,7,10,72+3,72+3,72+3,77+3,76+3,76+3,76+3,77+3,78+3,78+3,78+3,79+3,82+3,82+3,82+3,79+3,85+3,87+3,87+3,87+3,85+3,84+3,83+3,83+3,83+3,84+3
https://sofifa.com/player/138956/giorgio-chiellini/20/159586,G. Chiellini,Giorgio Chiellini,34,1984-08-14,187,85,Italy,Juventus,89,89,24500000,215000,CB,Left,4,3,2,Medium/High,Normal,Yes,40400000,"#Tackling , #Tactician , #Strength, #Complete Defender",LCB,3,,2005-07-01,2020,LCB,3,68,46,58,60,90,82,,,,,,,"Inflexible, Power Free-Kick, Injury Prone, Long Passer (CPU AI Only)",54,33,83,65,45,59,60,31,65,61,61,73,57,82,57,78,89,59,89,49,91,88,28,50,50,84,94,91,89,3,3,2,4,3,58+3,58+3,58+3,55+3,56+3,56+3,56+3,55+3,56+3,56+3,56+3,57+3,62+3,62+3,62+3,57+3,73+3,77+3,77+3,77+3,73+3,76+3,86+3,86+3,86+3,76+3
https://sofifa.com/player/153079/sergio-aguero/20/159586,S. Agüero,Sergio Leonel Agüero del Castillo,31,1988-06-02,173,70,Argentina,Manchester City,89,89,60000000,300000,ST,Right,4,4,4,High/Medium,Stocky,Yes,111000000,"#Dribbler, #Clinical Finisher, #Complete Forward",ST,10,,2011-07-28,2021,ST,9,80,90,77,88,33,74,,,,,,,"Avoids Using Weaker Foot, Outside Foot Shot",70,93,78,83,85,88,83,73,64,89,82,78,84,92,91,89,81,79,74,84,65,24,93,83,83,90,30,29,24,13,15,6,11,14,87+3,87+3,87+3,85+3,87+3,87+3,87+3,85+3,85+3,85+3,85+3,83+3,77+3,77+3,77+3,83+3,60+3,58+3,58+3,58+3,60+3,56+3,50+3,50+3,50+3,56+3
https://sofifa.com/player/155862/sergio-ramos-garcia/20/159586,Sergio Ramos,Sergio Ramos García,33,1986-03-30,184,82,Spain,Real Madrid,89,89,31500000,300000,CB,Right,4,3,3,High/Medium,Normal,Yes,64600000,"#Aerial Threat, #Tackling , #Tactician , #Complete Defender",LCB,4,,2005-08-01,2020,RCB,15,72,68,75,73,87,85,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Leadership, Long Passer (CPU AI Only), Giant Throw-in",66,63,92,80,69,65,74,72,83,83,74,71,78,87,66,79,93,80,85,62,90,88,67,71,86,84,85,87,90,11,8,9,7,11,74+3,74+3,74+3,72+3,73+3,73+3,73+3,72+3,74+3,74+3,74+3,73+3,78+3,78+3,78+3,73+3,80+3,84+3,84+3,84+3,80+3,82+3,87+3,87+3,87+3,82+3
https://sofifa.com/player/176580/luis-suarez/20/159586,L. Suárez,Luis Alberto Suárez Díaz,32,1987-01-24,182,86,Uruguay,FC Barcelona,89,89,53000000,355000,ST,Right,5,4,3,High/Medium,Normal,Yes,108700000,"#Distance Shooter, #Strength, #Clinical Finisher, #Complete Forward",ST,9,,2014-07-11,2021,,,73,89,80,84,51,84,,,,,,,"Diver, Speed Dribbler (CPU AI Only)",78,91,83,82,90,85,86,82,72,84,76,70,79,92,79,88,69,82,86,86,87,41,92,82,83,85,57,45,38,27,25,31,33,37,86+5,86+5,86+5,83+5,85+5,85+5,85+5,83+5,84+5,84+5,84+5,82+5,79+5,79+5,79+5,82+5,67+5,67+5,67+5,67+5,67+5,64+5,63+5,63+5,63+5,64+5
https://sofifa.com/player/188545/robert-lewandowski/20/159586,R. Lewandowski,Robert Lewandowski,30,1988-08-21,184,80,Poland,FC Bayern München,89,89,64500000,235000,ST,Right,4,4,4,High/Medium,Normal,Yes,106400000,#Clinical Finisher,ST,9,,2014-07-01,2021,LS,9,77,87,74,85,41,82,,,,,,,"Diver, Beat Offside Trap, Speed Dribbler (CPU AI Only), Outside Foot Shot",62,88,85,82,88,85,77,85,65,88,77,77,78,90,82,87,84,78,84,84,81,39,91,77,86,86,34,42,19,15,6,12,8,10,86+3,86+3,86+3,82+3,85+3,85+3,85+3,82+3,83+3,83+3,83+3,80+3,77+3,77+3,77+3,80+3,61+3,62+3,62+3,62+3,61+3,58+3,57+3,57+3,57+3,58+3
https://sofifa.com/player/189511/sergio-busquets-burgos/20/159586,Sergio Busquets,Sergio Busquets i Burgos,30,1988-07-16,189,76,Spain,FC Barcelona,89,89,55000000,300000,"CDM, CM",Right,4,3,3,Medium/Medium,Lean,Yes,112800000,"#Playmaker  , #Tactician ",CDM,5,,2008-09-01,2023,CDM,5,42,62,80,80,85,80,,,,,,,Giant Throw-in,62,67,68,89,44,80,66,68,82,88,40,43,67,87,49,61,66,86,77,54,85,89,77,86,60,93,90,86,80,5,8,13,9,13,70+3,70+3,70+3,73+3,75+3,75+3,75+3,73+3,78+3,78+3,78+3,75+3,83+3,83+3,83+3,75+3,78+3,86+3,86+3,86+3,78+3,78+3,82+3,82+3,82+3,78+3
https://sofifa.com/player/194765/antoine-griezmann/20/159586,A. Griezmann,Antoine Griezmann,28,1991-03-21,176,73,France,FC Barcelona,89,89,69000000,370000,"CF, ST, LW",Left,4,3,4,High/High,Normal,Yes,141500000,"#Dribbler, #Engine, #Acrobat, #Clinical Finisher, #Complete Forward",LW,17,,2019-07-12,2024,CAM,7,81,86,84,89,57,72,,,,,,,"Beat Offside Trap, Selfish, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Outside Foot Shot, Crowd Favourite",83,89,84,85,87,88,86,85,82,90,82,81,90,92,83,82,89,87,63,83,73,49,90,86,86,89,59,54,49,14,8,14,13,14,85+3,85+3,85+3,87+3,87+3,87+3,87+3,87+3,87+3,87+3,87+3,86+3,83+3,83+3,83+3,86+3,73+3,71+3,71+3,71+3,73+3,70+3,65+3,65+3,65+3,70+3
https://sofifa.com/player/211110/paulo-dybala/20/159586,P. Dybala,Paulo Bruno Exequiel Dybala,25,1993-11-15,177,75,Argentina,Juventus,88,92,76500000,215000,"CAM, RW",Left,3,3,4,Medium/Medium,Normal,Yes,132000000,"#Dribbler, #Playmaker  , #FK Specialist, #Acrobat, #Complete Midfielder",RW,10,,2015-07-01,2022,CF,21,83,82,84,90,43,64,,,,,,,"Beat Offside Trap, Selfish, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",82,80,64,87,88,90,88,88,75,93,86,81,91,84,85,80,75,79,61,86,48,42,80,87,86,84,32,48,40,5,4,4,5,8,80+3,80+3,80+3,85+3,85+3,85+3,85+3,85+3,86+3,86+3,86+3,85+3,80+3,80+3,80+3,85+3,68+3,64+3,64+3,64+3,68+3,64+3,54+3,54+3,54+3,64+3
https://sofifa.com/player/195864/paul-pogba/20/159586,P. Pogba,Paul Pogba,26,1993-03-15,191,84,France,Manchester United,88,91,72500000,250000,"CM, CDM",Right,4,4,5,High/Medium,Normal,Yes,143200000,"#Dribbler, #Playmaker  , #Strength, #Complete Midfielder",LDM,6,,2016-08-09,2021,RDM,6,74,81,86,85,66,86,,,,,,,"Selfish, Leadership, Argues with Officials, Finesse Shot, Crowd Favourite",80,75,75,86,84,87,85,82,90,90,67,79,75,82,66,90,82,87,89,82,78,64,83,88,83,87,63,67,65,5,6,2,4,3,81+3,81+3,81+3,82+3,83+3,83+3,83+3,82+3,84+3,84+3,84+3,83+3,84+3,84+3,84+3,83+3,76+3,77+3,77+3,77+3,76+3,74+3,72+3,72+3,72+3,74+3
https://sofifa.com/player/210257/ederson-santana-de-moraes/20/159586,Ederson,Ederson Santana de Moraes,25,1993-08-17,188,86,Brazil,Manchester City,88,91,54500000,185000,GK,Left,2,3,1,Medium/Medium,Normal,Yes,104900000,,GK,31,,2017-07-01,2024,,,,,,,,,86,82,93,88,63,86,"Leadership, Swerve Pass, Acrobatic Clearance",20,14,14,56,18,23,15,20,58,40,64,63,60,87,48,70,66,41,68,18,38,27,20,70,17,70,29,15,8,86,82,93,86,88,,,,,,,,,,,,,,,,,,,,,,,,,,
https://sofifa.com/player/202652/raheem-sterling/20/159586,R. Sterling,Raheem Sterling,24,1994-12-08,170,69,England,Manchester City,88,90,73000000,255000,"RW, LW",Right,3,3,4,High/Medium,Lean,Yes,140500000,"#Speedster, #Dribbler, #Acrobat",LW,7,,2015-07-14,2023,LW,10,93,79,78,89,45,57,,,,,,,"Selfish, Early Crosser",78,83,38,84,67,89,75,63,69,88,96,91,94,89,94,76,57,79,54,77,38,30,91,79,69,79,47,53,47,15,12,12,15,9,79+3,79+3,79+3,86+3,85+3,85+3,85+3,86+3,85+3,85+3,85+3,85+3,78+3,78+3,78+3,85+3,68+3,62+3,62+3,62+3,68+3,64+3,51+3,51+3,51+3,64+3
https://sofifa.com/player/190460/christian-eriksen/20/159586,C. Eriksen,Christian  Dannemann Eriksen,27,1992-02-14,181,76,Denmark,Tottenham Hotspur,88,89,68000000,205000,"CAM, CM",Right,3,5,4,High/High,Lean,Yes,130900000,"#Playmaker  , #Engine, #Crosser, #FK Specialist, #Complete Midfielder",RM,23,,2013-08-30,2020,CAM,10,73,81,90,84,53,63,,,,,,,"Selfish, Argues with Officials, Finesse Shot",88,77,52,91,80,81,89,86,89,91,75,71,79,88,80,84,50,93,57,89,46,56,85,92,67,88,59,57,22,9,14,7,7,6,78+3,78+3,78+3,84+3,84+3,84+3,84+3,84+3,86+3,86+3,86+3,85+3,85+3,85+3,85+3,85+3,71+3,71+3,71+3,71+3,71+3,66+3,57+3,57+3,57+3,66+3
https://sofifa.com/player/192119/thibaut-courtois/20/159586,T. Courtois,Thibaut Courtois,27,1992-05-11,199,96,Belgium,Real Madrid,88,89,48000000,235000,GK,Left,4,2,1,Medium/Medium,Courtois,Yes,102000000,,GK,13,,2018-08-09,2024,GK,1,,,,,,,85,89,72,87,49,85,"Flair, Acrobatic Clearance",14,14,13,33,12,13,19,20,35,23,46,52,61,83,45,54,68,38,70,17,23,15,13,44,27,66,20,18,16,85,89,72,85,87,,,,,,,,,,,,,,,,,,,,,,,,,,
https://sofifa.com/player/152729/gerard-pique-bernabeu/20/159586,Piqué,Gerard Piqué Bernabéu,32,1987-02-02,194,85,Spain,FC Barcelona,88,88,38000000,285000,CB,Right,4,3,2,High/Medium,Normal,Yes,77900000,"#Aerial Threat, #Tackling , #Tactician , #Strength, #Complete Defender",RCB,3,,2008-07-01,2022,,,56,61,72,68,88,80,,,,,,,Avoids Using Weaker Foot,57,65,85,83,57,63,58,43,81,82,48,63,57,85,36,62,75,70,87,51,76,89,64,72,69,87,89,88,87,10,11,14,15,8,70+3,70+3,70+3,67+3,69+3,69+3,69+3,67+3,71+3,71+3,71+3,69+3,76+3,76+3,76+3,69+3,77+3,83+3,83+3,83+3,77+3,78+3,85+3,85+3,85+3,78+3
https://sofifa.com/player/162835/samir-handanovic/20/159586,S. Handanovič,Samir Handanovič,34,1984-07-14,193,92,Slovenia,Inter,88,88,26000000,110000,GK,Right,3,2,1,Medium/Medium,Normal,Yes,44200000,,GK,1,,2012-07-01,2021,,,,,,,,,88,85,69,89,53,89,"Flair, Giant Throw-in",12,10,10,36,12,12,12,14,34,16,51,55,47,83,36,52,78,41,71,19,25,22,12,41,23,69,25,10,13,88,85,69,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,
https://sofifa.com/player/167495/manuel-neuer/20/159586,M. Neuer,Manuel Neuer,33,1986-03-27,193,92,Germany,FC Bayern München,88,88,32000000,155000,GK,Right,5,4,1,Medium/Medium,Normal,Yes,52800000,,GK,1,,2011-07-01,2021,GK,1,,,,,,,87,87,91,87,57,85,"Power Free-Kick, Flair, Swerve Pass, Acrobatic Clearance",15,13,25,55,11,30,14,11,59,46,54,60,51,84,35,68,77,43,80,16,29,30,12,70,47,70,17,10,11,87,87,91,85,87,,,,,,,,,,,,,,,,,,,,,,,,,,
https://sofifa.com/player/167948/hugo-lloris/20/159586,H. Lloris,Hugo Lloris,32,1986-12-26,188,82,France,Tottenham Hotspur,88,88,36000000,150000,GK,Left,4,1,1,Medium/Medium,Lean,Yes,66600000,,GK,1,,2012-08-31,2022,GK,1,,,,,,,89,82,68,91,63,84,"Swerve Pass, Acrobatic Clearance",13,10,10,50,11,10,11,10,50,34,65,62,55,86,54,51,74,41,43,14,31,27,10,30,40,65,29,10,18,89,82,68,84,91,,,,,,,,,,,,,,,,,,,,,,,,,,
https://sofifa.com/player/168542/david-josue-jimenez-silva/20/159586,David Silva,David Josué Jiménez Silva,33,1986-01-08,173,67,Spain,Manchester City,88,88,36000000,265000,"CAM, CM",Left,4,2,4,High/Medium,Normal,Yes,66600000,"#Dribbler, #Playmaker  , #Acrobat, #Complete Midfielder",LCM,21,,2010-07-14,2020,,,65,74,88,89,52,57,,,,,,,"Beat Offside Trap, Selfish, Finesse Shot",84,72,54,92,82,87,82,77,84,92,69,61,87,89,88,72,64,73,48,73,57,50,88,91,75,92,59,53,29,6,15,7,6,12,76+3,76+3,76+3,83+3,83+3,83+3,83+3,83+3,85+3,85+3,85+3,83+3,83+3,83+3,83+3,83+3,68+3,69+3,69+3,69+3,68+3,63+3,56+3,56+3,56+3,63+3
https://sofifa.com/player/179813/edinson-cavani/20/159586,E. Cavani,Edinson Roberto Cavani Gómez,32,1987-02-14,185,77,Uruguay,Paris Saint-Germain,88,88,47000000,195000,ST,Right,4,4,3,High/High,Lean,Yes,87000000,#Engine,ST,9,,2013-07-16,2020,,,75,86,72,79,55,83,,,,,,,Long Passer (CPU AI Only),70,88,89,78,90,79,77,76,52,81,74,76,74,91,59,88,88,91,79,79,84,54,93,77,85,80,57,48,39,12,5,13,13,10,85+3,85+3,85+3,80+3,83+3,83+3,83+3,80+3,80+3,80+3,80+3,79+3,75+3,75+3,75+3,79+3,68+3,66+3,66+3,66+3,68+3,66+3,65+3,65+3,65+3,66+3
